0,0.4833333333333334
1,0.6166666666666667
2,0.7
3,0.55
4,0.4166666666666667
5,0.4166666666666667
6,0.4166666666666667
7,0.4666666666666666
8,0.7
9,0.6500000000000001
10,0.7333333333333335
11,0.7166666666666667
12,0.6499999999999999
13,0.6333333333333334
14,0.8666666666666666
15,0.7666666666666666
16,0.7666666666666666
17,0.6666666666666666
18,0.6666666666666667
19,0.7499999999999999
20,0.5833333333333333
21,0.7833333333333333
22,0.7166666666666666
23,0.85
24,0.8333333333333334
