F,F,F,E,W
E,E,L
F,W
F,F,F,W
F,E,L
F,F,W
F,F,F,F,W
E,L
F
F,F,E,F,E,W
F,F,W
F,W
F,F,F,W
F,F,F,F,W
E,F,E,F,F,W
F,F,W
F,F,W
F,F,W
F,W
F,F,W
F,W
F,F,W
F,E,E,L
F,F
F,F,F,F
F,F,F,F,W
F,F,F,W
F,F,F,F,W
F,F,F,W
F,F,W
F,W
E,L
F,F,F,F,W
F,F,F,F,W
F,W
F,W
F,F,W
F,F,W
F,W
F,F,E,E,F,W
F,W
E,L
F,F,F,W
F,F,F,F,W
F,F,F,W
F,W
E,F,W
F,F,F,W
F,F,F,W
W
F,W
F,W
F,F,F,W
F,F,F,F,W
F,W
E,E,L
F,F,W
W
F,F,W
F,W
E,E,L
F,W
F,W
F,F,F,W
W
W
F,F,F,W
F,F,W
F,W
F,F,F,W
W
F,F,F,W
F,W
F,W
F,F,F,F,F,W
F,F,F,F,W
W
F,W
F,F,F,F,W
F,F,F,W
X,E,L
F,F,W
W
F,F,W
F,F,F
F,F,W
F,F,F,F,W
F,W
F,W
F,F,F,F,W
F,E,E,L
E,L
F,F,F,W
F
F,W
F,F,W
F,F,F,W
F,F,F
E,E,L
F,F,W
F,F,W
F,W
F,F,W
W
F,F,F,W
F,W
F,W
F,F,F,F,W
F,F,F,F,W
E,L
F,W
F,W
F,F,W
X,W
F,F,W
F,W
F,W
F
F,F,W
F,E,L
E,L
F,F,F,F,W
F,F,F,F,F,W
F,W
F,F,F,F,W
F,F,F,W
F,F,F,F,W
F,F,W
F,F,F,W
F,F,F,F,W
F,F,W
F,F,F,W
F,F,F,W
W
F,W
E,F,F,F,F,W
F,W
F,F,W
F,F,F,F,W
F,F,F,F,W
F
F,F,F,F
F,F,F,F,W
F,F,F,F,W
F,F,F,W
F,F,W
F,W
F,F,W
F,W
E,L
F,F,W
E,E,L
F,F,W
E,E,L
F,W
F,F,F,W
F,W
F,F,F,W
F,F,W
W
F,F,W
F,F,W
W
F,F,F,F,W
F,F,W
E,E,L
F,F,W
F
F,F,E,W
W
F,F,W
F,E,W
F,F,F,F,W
F,F,F,W
F,F,F,F,W
W
F,F,W
F,F
F,F,F,W
F,W
F,F,W
W
F,F,W
F,F,F,F,F,W
F,E,W
F,X,F,W
F,F,W
E,F,E,F,F,F
F
F,F
F,W
F,W
F,F
F,F,F,F,W
F,F,F,F,W
F,F
F,F,W
F,W
F
E,L
F,F,W
F,F,W
F,F,F,W
F,W
F,F,F,W
F,F,W
F,F,W
F,F,F,F,W
W
W
F,W
F,F,F,F,W
X,E,L
F,F,F,F
F,F,F,W
F,F,F,W
F,F,F,F,W
F,F,F,W
W
F,W
F,F,W
W
F,W
F,W
E,L
F,F,F,W
F,F,F,W
F,F,W
F,F,F,F,F,W
F,F,F,W
F,W
F,F,F,W
F,F,W
F,F,W
F,F,F,F,W
F,E,X,F,W
F,W
F,F,W
F,W
